name	category
Zabbix server: Utilization of icmp pinger processes is high	Overwhelming Usage
Zabbix server: Utilization of icmp pinger processes over {$ZABBIX.SERVER.UTIL.MAX:"icmp pinger"}%	Overwhelming Usage
Zabbix server: Utilization of internal poller processes is high	Overwhelming Usage
Zabbix server: Utilization of internal poller processes over {$ZABBIX.SERVER.UTIL.MAX:"internal poller"}%	Overwhelming Usage
Zabbix server: Utilization of ipmi manager processes is high	Overwhelming Usage
Zabbix server: Utilization of ipmi manager processes over {$ZABBIX.SERVER.UTIL.MAX:"ipmi manager"}%	Overwhelming Usage
Zabbix server: Utilization of ipmi poller processes is high	Overwhelming Usage
Zabbix server: Utilization of ipmi poller processes over {$ZABBIX.SERVER.UTIL.MAX:"ipmi poller"}%	Overwhelming Usage
Zabbix server: Utilization of ipmi trapper processes is high	Overwhelming Usage
Zabbix server: Utilization of java gateway poller processes is high	Overwhelming Usage
Zabbix server: Utilization of java gateway processes is high	Overwhelming Usage
Zabbix server: Utilization of java poller processes is high	Overwhelming Usage
Zabbix server: Utilization of java poller processes over {$ZABBIX.SERVER.UTIL.MAX:"java poller"}%	Overwhelming Usage
Zabbix server: Utilization of lld poller processes is high	Overwhelming Usage
Zabbix server: Utilization of log writer processes is high	Overwhelming Usage
Zabbix server: Utilization of metadata syncer processes is high	Overwhelming Usage
Zabbix server: Utilization of poller processes is high	Overwhelming Usage
Zabbix server: Utilization of poller processes over {$ZABBIX.SERVER.UTIL.MAX:"poller"}%	Overwhelming Usage
Zabbix server: Utilization of preprocessing manager processes is high	Overwhelming Usage
Zabbix server: Utilization of preprocessing manager processes over {$ZABBIX.SERVER.UTIL.MAX:"preprocessing manager"}%	Overwhelming Usage
Zabbix server: Utilization of preprocessing worker processes is high	Overwhelming Usage
Zabbix server: Utilization of preprocessing worker processes over {$ZABBIX.SERVER.UTIL.MAX:"preprocessing worker"}%	Overwhelming Usage
Zabbix server: Utilization of proxy configurer processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy discoverer processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy event processor processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy group manager processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy group manager processes over {$ZABBIX.SERVER.UTIL.MAX:"proxy group manager"}%	Overwhelming Usage
Zabbix server: Utilization of proxy history syncer processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy housekeeper processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy icmp pinger processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy ipmi poller processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy poller processes is high	Overwhelming Usage
Zabbix server: Utilization of proxy poller processes over {$ZABBIX.SERVER.UTIL.MAX:"proxy poller"}%	Overwhelming Usage
Zabbix server: Utilization of report manager processes is high	Overwhelming Usage
Zabbix server: Utilization of report manager processes over {$ZABBIX.SERVER.UTIL.MAX:"report manager"}%	Overwhelming Usage
Zabbix server: Utilization of report writer processes is high	Overwhelming Usage
Zabbix server: Utilization of report writer processes over {$ZABBIX.SERVER.UTIL.MAX:"report writer"}%	Overwhelming Usage
Zabbix server: Utilization of self-monitoring processes is high	Overwhelming Usage
Zabbix server: Utilization of self-monitoring processes over {$ZABBIX.SERVER.UTIL.MAX:"self-monitoring"}%	Overwhelming Usage
Zabbix server: Utilization of service manager processes is high	Overwhelming Usage
Zabbix server: Utilization of service manager processes over {$ZABBIX.SERVER.UTIL.MAX:"service manager"}%	Overwhelming Usage
Zabbix server: Utilization of snmp poller processes is high	Overwhelming Usage
Zabbix server: Utilization of snmp poller processes over {$ZABBIX.SERVER.UTIL.MAX:"snmp poller"}%	Overwhelming Usage
Zabbix server: Utilization of snmp trapper processes is high	Overwhelming Usage
Zabbix server: Utilization of snmp trapper processes over {$ZABBIX.SERVER.UTIL.MAX:"snmp trapper"}%	Overwhelming Usage
Zabbix server: Utilization of sql writer processes is high	Overwhelming Usage
Zabbix server: Utilization of ssh poller processes is high	Overwhelming Usage
Zabbix server: Utilization of system run processes is high	Overwhelming Usage
Zabbix server: Utilization of task manager processes is high	Overwhelming Usage
Zabbix server: Utilization of task manager processes over {$ZABBIX.SERVER.UTIL.MAX:"task manager"}%	Overwhelming Usage
Zabbix server: Utilization of timer processes is high	Overwhelming Usage
Zabbix server: Utilization of timer processes over {$ZABBIX.SERVER.UTIL.MAX:"timer"}%	Overwhelming Usage
Zabbix server: Utilization of trapper processes is high	Overwhelming Usage
Zabbix server: Utilization of trapper processes over {$ZABBIX.SERVER.UTIL.MAX:"trapper"}%	Overwhelming Usage
Zabbix server: Utilization of trigger housekeeper processes is high	Overwhelming Usage
Zabbix server: Utilization of trigger housekeeper processes over {$ZABBIX.SERVER.UTIL.MAX:"trigger housekeeper"}%	Overwhelming Usage
Zabbix server: Utilization of unreachable poller processes is high	Overwhelming Usage
Zabbix server: Utilization of unreachable poller processes over {$ZABBIX.SERVER.UTIL.MAX:"unreachable poller"}%	Overwhelming Usage
Zabbix server: Utilization of vmware collector processes is high	Overwhelming Usage
Zabbix server: Utilization of vmware collector processes over {$ZABBIX.SERVER.UTIL.MAX:"vmware collector"}%	Overwhelming Usage
Zabbix server: Utilization of zabbix server processes is alarmingly high	Overwhelming Usage
Zabbix server: Utilization of zabbix server processes is critically high	Overwhelming Usage
Zabbix server: Utilization of zabbix server processes is dangerously high	Overwhelming Usage
Zabbix server: Utilization of zabbix server processes is extremely high	Overwhelming Usage
Zabbix server: Utilization of zabbix server processes is high	Overwhelming Usage
Zabbix server: Version has changed	System Configuration Info
Zabbix server: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Zabbix server: Wrong template assigned	System Configuration Info
Zabbix server: Zabbix server template is assigned to Zabbix proxy	System Configuration Info
Zabbix server: Zabbix value cache working in low-memory mode	System Cache
Zookeeper: Failed to fetch info data (or no data for 10m)	Agent/Service Status
Zookeeper: Server mode has changed (new mode: {ITEM.VALUE})	System Configuration Info
Zookeeper: Too many file descriptors used (over {$ZOOKEEPER.FILE_DESCRIPTORS.MAX.WARN}% for 5 min)	Filesystem
Zookeeper: Too many threads (over {$ZOOKEEPER.THREADS.MAX.WARN}% for 5 min)	Overwhelming Usage
Zookeeper: Too many queued requests (over {$ZOOKEEPER.OUTSTANDING_REQ.MAX.WARN}% for 5 min)	Overwhelming Usage
Zookeeper: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Zookeeper: ZooKeeper has been restarted (uptime < 10m)	Agent/Service Status
macOS: Zabbix agent is not available (for {$AGENT.TIMEOUT})	Agent/Service Status
